TICKER_SYMBOL,ACT_PUBTIME,PUBLISH_DATE,END_DATE_REP,END_DATE,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,INVEST_REAL_ESTATE,FIXED_ASSETS,CIP,INTAN_ASSETS,LT_AMOR_EXP,DEFER_TAX_ASSETS,T_NCA,T_ASSETS,ST_BORR,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,INT_PAYABLE,OTH_PAYABLE,T_CL,DEFER_REVENUE,DEFER_TAX_LIAB,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,OTH_COMPRE_INCOME,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,OTH_COMPR_INCOME,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG
4593951,5,5,4,3,420289602.1,4962000,214431938,44174295.31,80773939.58,5397817104,127079453.3,6290541397,570422412.4,72529424.07,146996349.2,809467445.2,2853712.39,80167711.8,1928259.04,130315940,1815117272,8105658670,647009452.3,950801641.8,1989903174,38129659.28,220968960.1,4531583.14,377267936.6,4694107897,34232204.92,143419270.6,1370480546,6064588443,310880000,143724948.2,228602048.3,798804329.1,1876024709,165045517.4,2041070227,8105658670,409379143.9,168390349.7,-22498140.36,2411594685,19678962.73,490000,22450000,96137030.52,3606600573,384483855,76455814.8,4022643720,4508405664,16115975.38,-109394366.2,3672701.87,373417498.8,265617817.4,4488726701,202684147.3,118635170.9,2206324408,1634240.34,-110247890.5,416817140.5,307422774.3,96149182.25,2530084685,124224774.2,2640332575,156377703.1,21452399.6,3698395081,3698395081,270039327.3,235038848.3,14362690.94,82881010.85,-44336774.04,163646047.2,127217784.9,79859737.88,76807184.39,128051584.7,3030049753,207982821.2,137567054.5,4720160.65,80765036.31,62056506.12,39720639.64,80765036.31,3543215970,0
4603925,5,5,4,3,966345266,17200000,45840699.13,80273192.35,117802517.5,1658179381,134811032.4,2886009769,1700000,23897017.1,1757057128,3904556056,658455299.5,1496778413,294459050.9,192697617.5,8661282074,11547291844,2654000000,1862656524,616097009.4,82783097.29,-41099343.53,8826509.38,1337576871,7447492680,13989232.88,1488121.5,805976016.1,8253468696,520066589,965482692.8,90087312.16,1412150036,2987786630,306036517.4,3293823147,11547291844,23399951.73,459627751.7,-727226561.7,3624423875,207426962,638699416.6,212616037.3,174325.26,13648186459,978837425.9,779406600.6,15959389939,16221390614,13622160.78,-737451642.8,-1186943.016,607694153.4,327959215.6,16013963652,262000674.9,727400886.9,3544116703,174325.26,-217652043.1,1652289425,914837782.4,727400886.9,3654423875,779245613.5,3872075918,327115311.8,-2912338.24,14591372833,14591372833,251591789.1,271502709.7,-199608.33,103719038.3,-6273645.72,98423319.43,103719038.3,-4828872.66,243217866.9,1673386512,11859853993,98423319.43,211667175.9,28062034.99,-5295718.86,153168469.7,8151114.4,-5295718.86,14315041251,0
4638326,5,5,4,3,4461755200,9902095,846519536.4,234719619.1,148684167.3,2261676154,1627404541,9613484796,732543675.8,267628950.5,341002920.8,3276207886,1645877492,1303409572,167054496.1,48901877.46,8300966355,17914451151,280996120,2713463091,1213410535,209893576.5,101308892.1,2717662.62,769909178.7,5310250920,344743427.4,13345970.84,1259031803,6569282723,2544900000,2840676379,1573787745,3634223990,10676354338,668814089.9,11345168428,17914451151,1180252.25,27039056.99,-1430450631,146699620,1878032921,5324800,2586096979,2096216737,6407273698,1339084480,1931431531,10827201774,11515305971,73013337.73,-151184885.4,809507.7,283573086.5,534034520.5,9637273050,590638321.2,3526667368,217566581.9,91771868.29,-599576682.4,4603399737,4452214851,901776156.5,152024420,1607341786,751601102.4,1362014620,-1469182.77,10045840077,10045840077,1174347514,972932283.4,300161092.7,1126046251,3396337.42,1157595083,1124095662,81637317.13,-130086708.7,1341953883,6229005900,1154198746,51496322.99,30995587.72,31548831.93,20148767.79,232410817.8,30103083.29,9154545111,0
4690399,5,5,4,3,1570879269,197663324.2,1108032342,395455191.1,81161688.75,970523112.2,224190921.7,4932914210,560339218.7,32025611.98,247263855.2,761939585.9,10463009.39,147156352.9,3358085.33,23701655.75,1917602963,6850517173,267214090.3,868177849.8,373008473.4,40371125.08,53919708.12,40843.33,49337610.01,2369667076,133588241.6,7453002.49,141041244.1,2510708320,505825296,1344883963,139776670.3,1940009358,4210423851,129385002,4339808853,6850517173,279928563.5,47656738.95,151885542.6,876546859,437138744.6,6900000,521332404.3,728821613.8,5543333547,161591066.2,620820874.6,6451868104,6647292852,72707897.3,408012280.4,180564.02,140789517.5,137561695.9,6210154108,99369616.56,576936071.1,889835092.2,5949204.35,-181192570.8,915419898.3,1323432179,55603666.88,893860956.3,364439977.1,1075053527,280241225.8,921661.37,6021122849,6021122849,406153290.5,245594264.4,44561383.26,662070049,269051745.3,665293628.8,393018303.7,77621190.77,-6498381.45,158329844.7,5358650136,396241883.5,17865566.91,2739998.55,3223579.76,9911407.01,163299024.6,3223579.76,5853149775,0
4710457,5,5,4,3,2788985.56,740852203.4,13806089.62,50301105.75,48302489.12,11889092.51,8437092.708,867939965.9,1220000,61990613.76,74271251.86,1898075.59,33584096.09,11881.99,261605.33,181659.08,140069661.9,1008009628,219099345.2,12841109.03,61244349.71,2551789.6,17514480.06,80351089.07,409527584.9,904395200.1,127720398.2,15073900.94,492,904395692.1,336441600,30348878.64,58660627.29,-325255185.3,100195920.7,3418015.09,103613935.7,1008009628,33955902.12,11428.72,-4350137.88,166153427.1,3897822.53,29462942.22,69120652.2,63132688.76,446350000,35440773.35,161044440.3,458954690,501986410.7,3484507.002,-505844.48,33.66,4326093.14,69807.68,498088588.2,43021720.74,4350137.88,138339647.3,385568.114,-53562.79,3283401.32,2777556.84,60545,27673.61,11971721.68,81236.4,21529986.07,-9773855.974,1005898146,1005898146,29509955.75,7351548.51,-69788753.13,29413713.94,-3634920.982,28846798.03,29413713.94,-5732406.07,50889192.07,4469448.98,984556980.6,28846798.03,1157336.99,19823811.48,-566915.91,663157.72,41982218.72,-566915.91,992814191.6,1
4723981,6,6,6,3,275745586.9,54278399.04,269540247.7,219621956.8,136229473.4,1024505915,29136764.43,1825147673,805587.242,69192833.75,109907483.9,8941265.73,20799754.25,1623834.52,35103880.7,72794680.19,118463661.1,1943611334,220000000,223776936,70403367.9,17692056.11,22809782.58,175445.46,95755013.89,918170246.7,8151024.974,6607725.336,12151024.97,918170246.7,165000000,162451999.3,89471670.28,607773448.4,1024041087,1400000,1025441087,1943611334,-656030.64,65753821.81,-86919499.39,251598240,281784573.1,153471933.8,211700000,177602675.2,855604444.3,288622450.3,177200000,1628668016,1656707818,13774518.14,59099653.73,837878.84,150882875.4,18201538.84,1374923245,28039801.69,264522174.6,370000000,226550.09,-136603298.8,127107829.9,186207483.6,7822174.58,251598240,79813474.91,388201538.8,40209367.41,14046511.05,1577567359,1577567359,40453486.34,27099784.68,512457.26,24253257.61,-770064.42,24253257.61,25023322.03,25088.97,10689813.75,273245183.2,1210462734,25023322.03,15353250.48,501375.26,5826912.794,15430164.31,13855076.92,5826912.794,1550472806,0
4729479,5,5,4,3,315490378.1,10273541.34,64415087.82,37109623.47,29170579.63,650482052.8,5219291.65,1103887013,204782259.9,14392680.55,998944753.7,216637458.7,55146004.55,50991461.03,26426660.75,20807653.18,1661095139,2764982152,530000000,38016578.6,25236933.71,6822820.48,36847832.71,696459.66,108713575.4,746334200.6,19925824.59,7029883.17,8492993.88,754827194.4,1054027073,156400479,186295626.5,557204060.8,1954787294,55367663.78,2010154958,2764982152,860054.81,9818199.03,-55518055.96,780000000,277840078.1,150000,888254323.5,889360223.5,2693977227,198619342.1,856936278.6,3369437964,3635640528,2500000,105950364.1,-1343260.97,193592399.5,95203553.04,3357800450,226964097.5,944878279.5,800000000,14740660,-115028397,209540013.9,315490378.1,51083955.99,780175156,275676817.9,895203553,176058011.6,-1269081.41,3111941811,3151306551,271337424,234487288.9,4947824.67,193009344.2,-10612.4,198721603.6,193019956.6,22473386.66,33675244.72,266388535.5,2408360090,198732216,49862942.42,2188765.52,5712259.38,72605208.03,39038900.58,5712259.38,2939292649,0
4735988,5,5,4,3,638962875.9,7197788.08,304725676.3,48869563.6,39847732.76,2092691019,15796773.56,3148091430,85000,43221572.05,216948193,361979828,173189274.6,36429626.66,155704564.4,105901723.2,1098578616,4246670045,988186200,155939686.5,18031129.87,39396747.95,68921732.81,19211630.02,48131616.2,1448720996,4300000,33599159.91,495118724.6,1943839720,438744881,1062455644,179743077.2,635417237.6,2299215650,3614674.43,2302830325,4246670045,-17145189.71,165515699.1,-230011696.2,2338413855,396236992.4,585499993.6,118700000,340367.11,2182822674,351523932.6,83653365.49,3655072713,3696332927,926669.93,522507805.4,1592540.55,267337552.2,127821827.6,3300095935,41260214.12,230352063.3,2289386353,340367.11,354689968.6,114880070.5,637387875.9,230352063.3,2937413849,498411775.8,2582723880,198077866.8,831812.14,3162196213,3162196213,135530222.3,124623997.9,6253998.83,122166133,658770.06,122702450.8,121702057.4,831812.14,94347464.79,779536520.6,1929513666,122043680.7,30674510.18,1131027.33,536317.84,13486541.61,12037251.82,341623.29,3038404027,0
4742979,5,5,4,3,23454179048,90922879.85,617301150.4,769342368,303827452.9,13628942030,2256163556,65167886199,14337888888,122232522.2,43799978.18,811520890.1,221994517.6,163071502,30507138.77,167302236.9,18452450662,80589136534,93684509.36,1050017393,762190498.5,1505489727,401483551.4,536703397.7,1680214051,51797194474,79490777.17,9617062.63,17158861357,63836767668,2700000000,8564676214,518669879.5,3046345460,16539917099,212451766.6,16752368866,80589136534,345269489.8,22892664.37,-261507863.6,80000000,-1806012546,36375360,3551508706,624092.67,9240161536,923776689.7,2003054559,7051136368,20542275332,679141598.1,12127939175,1315299.97,1359674501,666634920.2,22348287878,3190545131,262131956.3,7913738000,8448908.866,14194144285,16053451825,28181391000,153026510.9,22797409869,1081561872,8603265585,1336068805,2643966.52,6830161925,6830161925,3657266415,3724140611,22797025.87,2798559903,90185067.4,2823478092,2708494902,2383976752,149444103.5,527801114.1,3106021314,2733293025,414691579.5,85774425.93,24918189.1,923973390.2,18900229.51,24798122.71,3106021314,0
4745287,5,5,4,3,336015624.7,7440991.132,72092.17,19422228.54,21413763.1,44513648.52,8919047.14,385842755.6,119514557.1,191098600,7902598.11,529846236.5,38090288.2,302232406.3,181582439.1,12424204.02,1287068127,1672910882,205313581.6,11683692.36,312422957.8,66233539.65,65532119.59,43090933.28,91077826.97,652181158.7,136820321,5947425.212,139477722.7,791658881.3,370000000,49119593.35,107841908.2,226434172.3,753395673.9,127856327,881252000.9,1672910882,68321856.22,20000000,-261194910.1,162143654.3,346363082.9,22000000,129701608.6,320000,105733772.1,167631017.6,76376614.46,1270978842,1302606017,7794056.06,-140747153.7,2330218.522,223787172.5,210771579,956242934.6,31627175.66,261514910.1,47143747.42,320000,-225915326.4,476762778.3,336015624.7,261514910.1,52000000,459090972.3,277915326.4,225288915.2,3398236.066,1326875090,1326875090,448205486.5,441471398.1,1623.86,329080010.7,15451295.48,315957942.5,329080010.7,-423815.89,2535862.5,46943385.85,566717849.4,315957942.5,43492239.04,7369587.15,-13122068.26,132247544.1,14103675.55,-13122068.26,884979875.8,0
4763536,5,5,4,3,76857707567,25510045.81,284660219.2,71046572.63,584017508.3,62489586.24,4913171450,1.14277E+11,17642799147,874763219.4,56627442.01,879371958.5,470669117.5,885816970.1,40146205.06,79969464.27,51816859760,1.97E+11,3014160754,98952112.76,539364097.3,2642761223,2060555060,1520308408,4156501073,1.07123E+11,3812286.166,551184147.9,29929482039,1.55E+11,3906698839,17125862618,2352880768,10815440722,40482598448,1941017240,42423615688,1.97E+11,1315079903,68374658.81,-4511362012,9413907671,542672128.2,7968558347,1701872971,54802583.16,18478448018,11072197904,855092479,12491413410,54982136753,50561875.55,39693851320,-39113506.34,2667275698,972117976.4,54439464624,5346946904,4566164595,5197391265,7502058.962,43701654711,43630026404,83323877724,260355566.7,55450877837,2392670757,11749223126,2502160906,73570435.45,16571087247,16571087247,9846289439,9744771385,-10437302.22,8518310022,961847882.7,8708703110,7646516077,3901051048,203528346.6,881744672.5,6826315862,7746855227,971218398.8,2323999.88,190393088,2099434212,103842054,100339150.1,6826315862,0
4786358,5,5,4,3,1275953641,1377199.528,2683410.77,123181256.6,306482599.7,1589246073,732165485,4030479857,431140.8,104616769.3,55970371.2,1037820129,309409255.2,147082275.7,320891750.4,11645406.94,2170505697,6200985555,1272883718,2070751380,1188942832,32855037.43,15109647.86,3496932.494,419393937.4,3845313357,35165727.14,3437210.358,109352246.2,3954665603,400000000,2475898082,99289840.99,-728867971.3,2246319951,1409919.664,2246319951,6200985555,354713.076,4287897.932,28910220.38,1498913110,-156128362.9,257960936,474249403.8,866595877.8,10048606087,1617126742,481278138.4,12262509030,12678896110,67765942.48,-127218142.5,466140.012,285559931.8,176327069.2,12835024473,416266153.8,837685657.4,1558009215,7993.5,152400468.2,1393964778,1266746635,287685657.4,1184196318,883731712.2,1018155850,698122232.1,5472600.822,11218049720,11218049720,-443419639.7,-349831388.3,38019156.93,-474729556.9,-234550.57,-474729556.9,-474729556.9,16587884.32,8391899.23,2062990153,8702147307,-474729556.9,74798245.35,141072422.5,-37480.328,31309917.14,47484171.03,-37480.328,11584468993,1
4839163,5,5,4,3,420998885.1,5057533.93,16901031.32,140027740.7,103335786.2,1681234671,122338903.7,2484837018,60865000,298144600,108808979.1,2671653441,498946746.8,467358186.6,87208776.08,83543555.4,4431036603,6915873621,150000000,477146853.4,886914123.8,24773494.62,59480859.72,245208.33,1115632034,2915149562,1904330.84,40041874.08,41946204.92,2957095767,1848000000,836843806.7,315597968.3,961377207.2,3961818982,-3041128.49,3958777854,6915873621,114786564.4,156930000,-360978465.9,240777200,-462289.88,573759963.3,56000000,77689319.77,7200319702,423662494,48601682.48,8243545817,8448546549,9615731.836,-139639489.7,-13171.364,531865784.4,294548733.9,8449008839,205000731.6,438667785.7,324427200,13123447.5,221801266.1,453520874.8,313881385.1,372667785.7,840777200,293160858.6,618975933.9,296668964.4,4219445.52,7219232558,7219232558,407608824.6,406480416.4,12003885.03,257215067,115182704.9,255054125.3,257215067,2951315.36,46547876.58,456430070.2,5854013858,255054125.3,150038803.5,41274312.86,-2160941.69,152554699.3,42402721.08,-2160941.69,6815703457,0
4849903,5,5,4,3,1259836359,990876366.9,422210644.2,407776156.4,45719438.77,1150363592,2864579940,7162401087,242549813.8,57625183.22,331533589.4,1064684095,5379707.39,359932403.7,79262470.45,602200.38,2265600081,9428001168,516763835.6,1258336414,421848086.8,268946525.7,47130819.65,709174.782,398153803.5,4181463066,102859999,14347266.31,122661871.3,4304124937,1213650273,1807172296,80626981.95,1827816230,5021332914,102543317,5123876231,9428001168,92067132.37,523413786.5,-653541814.4,516763835.6,723630222.9,34620571,45704777.54,214851527.8,9929666018,508719255.8,43191079,11634732595,11849080485,133921854.7,-225610682.7,-8698182.144,100216580.8,43569711.3,11125450262,166818635.9,868393342.3,280100000,10421328.76,-295699091.2,1062033256,836422573,149755976.8,551384406.6,586848407.1,847083497.8,689477072.3,3956051.84,11889358177,11889358177,345232263.5,225163223.7,106922552.7,282571789,-42043717.09,288223931.4,324615506.1,132463808.8,-1578678.48,551142871.8,10433805154,330267648.4,17546087.82,12421728.72,5652142.38,14964615.01,132490768.5,5652142.38,11797315060,0
4853326,5,5,4,3,17371722832,8969896,1654437153,5468721420,1410850807,13943938187,786994484.3,47453182245,358742659.2,237115073.3,3368208.76,7432435286,1134949923,4824084164,384848156.8,61020971.89,28358298247,75811480493,13204387978,986940727.5,1744942173,241606590.7,533815396.7,538670718.9,2911224911,48512859030,355841545.6,698167839.2,5396281348,53909140378,5500400678,8156269967,281659435.1,7044952448,20983087174,919252940.7,21902340115,75811480493,-195353.6,8156838107,-3785557051,21109337827,5563431808,5894998320,9278300000,10305578077,1.02E+11,3948480011,9222876300,1.14E+11,1.17E+11,43943515.42,-718947942.6,-29373319.71,2251965725,1692082871,1.11E+11,2822650793,14091135128,21304499849,585237476.9,-2496822699,4705419420,3986471478,1866492656,28656598127,2979278266,31153420827,1579172663,13857973.18,93700035201,93700035201,2700461471,2573439152,381835500.2,1988293856,-47361.6,2118425416,1988341217,38393362.84,1377848415,2487012254,85054068019,2118472778,285052560.1,124319730.8,130131560.6,581988692.9,251342049.7,130131560.6,91164989412,0
4896424,5,5,4,3,2173697443,34783440.26,456224142,240328529.3,262635462.6,255749988.6,577408984.7,3156777468,2150871732,630108295.1,105800540.6,82259376.82,93427783.18,1280481.25,376881.86,178376419.6,5587080535,8743858003,272660000,392812742.1,195384863.5,278938719.9,212714384.7,613155.56,64234430.2,987566596.6,10310393,100505398.4,102150224.5,1089716821,1545245866,4289376712,196506038.3,1133482547,7654141182,96322931.19,7654141182,8743858003,302007445.1,715886828.5,-1855639476,643648956.2,356311669.9,3167999996,3773718411,1923417143,1009841504,154014364,1859773032,2345927657,1345145660,63401551.93,1716345341,-2124062.19,216632774.3,36440020.62,988833989.7,47700287.39,3779056619,490294268.4,242559,3215673147,457352102,2173697443,5338208.57,3967999996,133284860.7,752326849.1,152369418,14063850.83,1150972386,1150972386,608169639,607704369.6,165367688.8,709987881.8,256036663.1,709987881.8,453951218.7,525002170.6,25606481.64,118435245.2,543268016.9,453951218.7,69366011.8,146731.95,7406778.684,154218420.3,612001.37,7406778.684,543268016.9,0
4938803,5,5,4,3,8641205000,983797814.3,1065282798,353814780.7,427868646,1532048377,37487814.82,19571085477,2398566858,1989841955,91646989.65,1910331834,102374849.8,593494794.7,44035052.07,586671241.4,8494752316,28065837793,2885750876,1830699769,494196991.2,2699066603,552259184.3,69474331.82,288429325.3,11471159010,91977321.6,16543405.57,2838473102,14309632111,704130000,1908951979,1017395978,2156940047,6063537214,7692668468,13756205682,28065837793,17453586.48,59060988.82,-710119964.8,3120278001,2401844476,244953939,1129582354,559765697.8,2574701013,1322696863,249463980.2,2984778618,10944234301,109538281,3386294177,78795581.73,1263642783,482076918.6,8542389825,370325300.4,1269885663,2580955806,168758179.6,1615774084,4993815409,8380109586,127609326,4737867798,2249750086,3122093714,3462134714,136340748.1,5653674504,10395095584,2755910397,2412402864,454613216.5,518287808.4,150622060.8,2136462680,457952245.1,206716425.6,267076499.8,197358942.6,3470028716,1985840619,338200346.3,14989106.36,1618174871,770069778.5,358496640.3,1527888374,8189412435,0
4978991,5,5,4,3,1.35E+11,25400018.08,614741992,156083078.1,635174109.2,30283704468,5713503608,1.18677E+11,38118720503,2673833742,1301531374,3379017906,329745157,424967732.5,47196205.21,212609137.6,61882437857,4.53E+11,688321600,3330729740,1483040684,2807786388,2700686859,2692344618,1619141541,1.01306E+11,39486810.02,351818817.2,52856309722,3.71E+11,7162768800,45837762391,2607376049,15232022703,80784924865,743845837.3,81528770702,4.53E+11,3263870957,489235719.4,-21122339859,1034648857,14820398504,30638861105,25679818449,5840835383,25599717583,16835489571,1130111750,16483236023,1.28E+11,442725629.4,47950004899,418858097.8,4093810217,5116180382,1.14E+11,40159636928,26963175242,51214646000,39418511.86,53833088155,1.03E+11,1.51E+11,837197235.5,1.11E+11,4353288712,56820062101,2037696741,420076244.1,26261939871,26261939871,14263496806,14270074421,73259163.61,12107098062,1435065959,12232974194,10696870876,7893308235,1048058786,910507536.3,11991865450,10797908235,1722544148,92433568.36,125876132.2,3465588571,85855952.88,101037359.4,11991865450,0
4987872,5,5,4,3,539995744.2,3261948.9,108423062.2,280174395.1,43990473.04,1498794066,265384166.1,2474639689,249328521.3,334641303.1,94933363.2,2602011723,828729556,668242487.9,65771505.82,23565892.51,4283254529,6757894218,2038394000,791287660.9,116399257,60285452.16,101685201.7,3638822.18,430632508.1,4049530542,15375850.78,35749617.32,240521981.7,4290052524,684500460,438402493.6,261212373.3,1083351789,2467467116,374577.74,2467841694,6757894218,103147626.8,521000,-179672374.3,2175788000,740392606.5,547217021.3,413207061.4,247456.58,10060793439,592311246.5,295745569.6,12171639762,12413162051,77001181.26,126634384.4,24366.558,460176177.5,244315255.8,11672769445,241522289,179919830.9,2367837592,247456.58,-434085847.9,238233789.5,364868173.8,171919830.9,2178588000,559488581.4,2612673848,400729402.9,39267609.13,10587875755,10587875755,472322834.4,451243483.5,44359073.06,338165025.9,-38374240.86,338180436.3,338165025.9,102922534.1,154313877.6,907267858.7,8557277047,338180436.3,72685012.43,3764025.7,15410.44,134142398.1,24843376.6,15410.44,10136632272,0
9063,6,6,5,4,2872441460,17760297.59,125522843.8,912675590.1,809112194.8,2563616149,320489646.6,7621632182,12522400,409426431.7,59304434.44,2453424042,540323469.9,402540106.7,178553371.4,123600339.9,4694889075,12316521257,345947443.4,2638535870,1857240412,362622596.9,104523713.1,240745.8,860366280.8,7459505664,11558291.68,32441752.73,75963604.49,7535469269,406528465,403373587.8,333348333.4,3505563989,4650456616,130595372.7,4781051988,12316521257,1642240.56,148513151.3,339563877,1654734226,462260443.8,2450000,320540000,1794939263,32547523010,2958981501,1620000000,37956962446,39184758724,61131050.97,-271386459.8,718096.4,1064484207,196521144.7,38722498280,1221744617,1455375386,2665388337,35548286.57,-1073210781,3018676757,2747290298,405759619.9,1937211852,2151509562,3010422633,1048725161,2813180.45,33846772642,33846772642,518882833.2,490721156.1,241264572.7,418268089.7,-442803.33,439376213.9,418710893,62877821.29,99045573.8,3648182391,28159965437,439819017.2,206003261.2,38496374.86,21108124.16,79063816.02,66658051.96,21108124.16,33403186396,0
42805,6,6,5,4,1287918310,43932430.52,2198262068,171278642.5,366858994.1,473645031.9,501236824.2,5043132301,5320000,2255978.81,111002379.3,1056751288,472496102.4,446288425.7,3465808.83,10164458.87,2226499620,7269631922,370821200,302038986.4,23126763.65,11411501.36,195939189.1,1139261.21,228463948,1217636546,127380.72,20865846.5,125700419.9,1343336966,594146206.9,2760029572,162899763.6,1961114632,5478314175,447980780.9,5926294956,7269631922,124000,25621438.47,825348921.7,568830200,160208461.9,1000000,2891483800,3809723610,8722747197,631538903.9,1643050000,9745530451,10044051657,2233912.98,1021353113,2373938.798,457059661,24204630.96,9883843195,298521206.9,2984374688,521019000,987032.62,35795729.21,184168756.9,1205521870,83890888.24,606640798.6,72497433.74,570845069.4,113353633.9,2654.74,8996568440,8996568440,752435539.3,751627406.6,17420251.78,472907670.4,124000,551388426.7,472783670.4,2236567.72,16888448.28,311880529.9,7755094331,551264426.7,33460140.99,1373007.61,78480756.32,201171112.6,2181140.24,78480756.32,8248097336,0
61094,6,6,5,4,5.53E+11,557681669,878145437.9,3787784826,3118311296,47680453079,3842883544,3.544E+11,5.35E+11,1111000000,305000000,17834000000,9298400000,1894000000,156278959.8,12697000000,2.0241E+11,5.93E+12,44223200000,2248411959,7741500148,8819000000,6364000000,37155000000,8450049143,4.31397E+11,71821303.85,11000000,40439007529,5.55E+12,48935000000,58636000000,27263000000,1.37E+11,3.79E+11,5272000000,3.84E+11,5.93E+12,-1142000000,10215800000,-1.76E+11,1.48084E+11,2.19E+11,4115600000,7.14E+11,5.46E+11,56872768034,48761000000,5.46E+11,53665361926,1.04E+12,80000000,1.59E+11,6509000000,25952000000,10530000000,8.18E+11,23663000000,7.22E+11,5.22E+11,109000000,1.1E+11,2.26E+11,3.85E+11,7708000000,6.43E+11,23965000000,5.33E+11,1847087482,1000000,1.54E+11,1.54E+11,54608000000,54692000000,52288000000,36903000000,-4725000000,37061000000,41629000000,3994000000,290792516.2,1639500900,99152000000,41786000000,4487000000,394000000,158000000,12822000000,310000000,157000000,99152000000,0
73724,7,7,7,4,528075798,48649286.6,3394220,6227198,10448846,96168743.28,21717227,570032288,66811336,34522509.35,31281124.06,13765252,36332315.76,9090837,3356074,26232215,217667068,787699356,19140000,58426635,296909514,29190066,12004373,8106914.3,4500830,401041205,3962699.686,1186707.76,76841108.02,401041205,218619800,12169318,19563703,136793490,387146311,-488160,386658151,787699356,-26279.462,9598521.214,-139157325,92190000,178554053,29652803.41,2538284004,2575252196,31424159,174964902,2558478641,654051882,658641944,27535,39396728,162738.79,78484502,39278018.36,480087891,1429894,2714409521,112047500,16746020,-73797770.76,487676511,527073239,9577661,34288951.97,195214328,108086722.7,86256669,-340652.518,571265331,571265331,168036282,160446940,3958181.258,144667381,196321.128,143576452,144667381,18503738,322665,276175974,64060962,143576452,6862649,24444,-1090929,24459830,7613786,-1090929,433678919,0
79573,6,6,5,4,532769779.3,66554151.79,72045239.6,7499036.45,22666996.39,279660.06,151570918.1,787216480.8,207789081.4,5825450.91,158021123.1,65281095.12,1735353.34,50983220.64,8394686.27,426657.33,861518630.9,1648735112,359254683.2,275230785.3,116821379.3,34620807.06,16493383.98,20502762.39,62865595.02,506081950.7,21621957.54,8031337.31,196731827.9,702813778.6,1987700000,1141827256,35061708.21,-2255439096,944203943.9,1717389.19,945921333.1,1648735112,35054076.06,156076251.3,976776138.5,444821836.3,-1071336966,79129315.28,1574750000,2572065687,1469556649,551355727.3,2539485793,1232719827,1299167001,4249069.31,-81045479.07,13515348.74,59844691.77,43504504.45,2370503967,65208146.72,1595289549,379944419.2,3355996.36,91103022.64,613815258.3,532769779.3,17502342.6,539605841.4,289746899.2,457802947.5,510893039.7,-3839799.09,1130563778,1130563778,-1735938987,-1565324273,49404283.19,-1735297443,24727486.65,-1735382569,-1760024929,20142159.66,-8332120.34,495844164.1,1662196236,-1760110055,4781742.93,192550856.8,-85125.73,24171068.25,21936143.04,-85125.73,2714787346,1
