TICKER_SYMBOL,ACT_PUBTIME,PUBLISH_DATE,END_DATE_REP,END_DATE,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,FIXED_ASSETS,CIP,INTAN_ASSETS,GOODWILL,LT_AMOR_EXP,DEFER_TAX_ASSETS,OTH_NCA,T_NCA,T_ASSETS,ST_BORR,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,OTH_PAYABLE,T_CL,DEFER_REVENUE,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,REFUND_OF_TAX,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG
356074,5,5,4,3,19782392.26,654850,460197.28,42358.16,211946.37,218075.43,786505.896,21247469.5,4500000,4534691.438,51279986.58,2588197.116,26351390.52,5648522.134,1508750,5241506.716,4864612,83640127.1,104887596.6,43922000,2415602.37,1153854.95,2150364.4,-1422221.33,23652528.28,27950128.67,7673998.33,2900874.016,27950128.67,364100000,54142850.01,41311903.48,-341305382.1,76937467.93,4978577.314,76937467.93,104887596.6,69999705.15,-1022371,35582000,-1745526.28,15103000,9000000,9429510,5408681.93,5455727.58,9000000,18373063.44,1579628.262,20454444.34,422000,-2767897.28,148676.108,2666423.71,4324952.266,22199970.62,2081380.9,10451881,90600000,7510,19174341.8,22550289.54,19782392.26,1451881,41342000,8669137.4,22543143.29,10272262.86,-48745.826,15885922.9,15885922.9,-7477866.4,-9052005.29,684275.5,-7477866.4,-7477866.4,-7477866.4,422000,-109213.8,5722072.82,7873049.71,-7477866.4,917481.1,90787.75,-160711.71,483225.514,1664926.64,-160711.71,25359928.19,0
356795,5,5,4,3,117452334.1,64823419.92,657358969.9,60165117.36,40935974.54,268966784.4,143640.11,1209846240,15286885.17,12237286.58,94583288.89,58753916.26,76158328.01,88514500.7,910570.62,14490303.03,35416818.5,371540161.7,1581386402,135700000,290577347.6,92042929.33,14207135.27,33793410.44,58571929.71,688991434.4,835743.08,9141510.51,698132944.9,175972779,389977923.5,11231887.34,113443561.9,693448480.5,189804976.5,883253457.1,1581386402,21765289.39,-71440238.29,150700000,-14197544.61,22606800,9000000,43650,453614712.4,78200393.24,35497600.58,644888251.4,990517.37,661197064.5,298763.41,-81919103.89,6061.794,57396252.29,12783675.6,675394609.1,15318295.71,71483888.29,145500000,43650,3718679.01,150613746.4,68694642.48,62483888.29,183767644,86183251.12,180048965,94612298.77,-3412475.36,877287193,877287193,32318481.99,28380851.48,25419940.41,17541457.95,30172877.42,14655249.3,-3412475.36,8407989.37,56967746.44,648478222.9,27286668.77,11607668.36,467325.66,12631419.47,5031813.22,4404956.17,12631419.47,845493866.2,0
376775,5,5,4,3,231449558.7,0,106491365.7,9791755.55,21949615.49,39709374.72,0,409391670.2,21840000,17414364.79,14859673.2,8592533.318,2254889.64,8621511.476,532479.19,17631554.15,2414017,37692613.18,447084283.4,39600000,27788518.05,122941453.5,36011847.62,33191900.06,1100867.82,223537987,12608868.5,12608868.5,236146855.5,60000000,33499230.33,14253876.43,101315263.9,209068370.7,1869057.17,210937427.9,447084283.4,9461744.182,-5202249.52,44900000,47524199.39,2450000,23786000,2504025.52,141044831.6,56238346.59,19331504,390628673.5,7395863.96,409251685.8,616677.774,30971949.87,-627921.04,29748911.65,13800000,361727486.4,11227148.27,7706275.04,41694510.49,4025.52,-11350000,192652744.3,223624694.2,7706275.04,2450000,134695396.6,13800000,97040468.9,-350997.606,373171986.8,373171986.8,54415023.44,45136019.6,6924263.58,47769033.37,47188090.54,47769033.37,-303402.478,-2925614.59,61381383.76,162807362.9,47188090.54,2808102.61,1169060.12,-580942.83,7226932.9,10448063.96,-580942.83,328035967.2,0
389141,4,4,4,3,245589405.3,8887487.37,144671937.1,6595990.23,3817790.74,31146339.69,122466038.3,564126487,6493600,28827676.46,15097519.98,26836450.75,36122535.95,25957450.61,767494.27,5680863.57,12854804.7,98737267.46,662863754.4,29743629.67,12964286.05,3095673.67,5066010.75,5478539.21,55534.72,31566830,9176692.62,9176692.62,40743522.62,229500000,280085690.9,20377022.61,144122643.6,609336052.8,12784179.03,622120231.8,662863754.4,37529.94,-132156986.2,35104911.41,-1295891.28,980000,271900000,156898904.4,102833471.9,37524745.27,154171043,155835171.8,7727461.92,189525481.9,2724417.64,-150528573,341834.36,12418442.2,18360000,190821373.2,25962848.15,289055890.6,4797514.746,3443.78,-17417529.94,396117978.3,245589405.3,17155890.55,980000,38044713.75,18397529.94,49229482.02,-6070.35,146037778,146037778,3612491.31,-9168116.87,1294888.58,7126715.54,1413481.87,7166899.02,5813196.6,-8486158.76,32502247.23,85427547.49,1453665.35,1051084.87,180109.59,-5713233.67,2158825.96,12960717.77,-5713233.67,161019091.4,0
394067,5,5,4,3,316392913.4,3962640.4,417936814.8,7877792.13,11371573.58,47609043.58,1245545.32,802433682.7,19039823.55,11619450.85,66972956.58,30075558.32,24503027.42,134741437,1979771.7,5621854.55,16778920.59,267691069.8,1070124753,12841079.4,104240710.9,10362481.07,4212822.22,18424013.27,11198337.19,189539933.1,4910000,5820054.05,195359987.1,321429652,295413056.2,28084991.27,209943407.5,855317558,19447207.39,874764765.4,1070124753,2468456.94,-140593324.3,101064717.2,52973661.95,384999954.3,65579495.24,412861,348040833,30338860.4,78565940.85,514093249.5,2140059.05,528640720.3,1637985.96,178370369,307020.55,34636920.31,17384252.94,475667058.4,12407411.78,141006185.3,202148100.5,412861,265683010.8,136696414.9,315066783.9,22698331.07,487683821.2,62650444.7,222000810.3,72498871.57,-622192.788,541872970.2,541872970.2,64124151.02,56502745.63,14136951.81,51106895.68,59199581,50635453.88,598027.304,3713194.68,19238252.15,372664253.2,58272822.99,3118701.18,2611.62,8092685.32,5851328.03,7624017.01,7637369.11,485370224.6,0
419937,6,6,4,3,407595370.1,17516697.29,473654858.6,37873957.93,90678622.3,177403855.5,52734944.66,1257458306,92500000,124121320.5,218513821,4655954.44,53578518.79,1383826316,45727453.8,15412940.53,4305324.902,1938336326,3195794632,0,238820999.6,114977942.3,26294124.27,66201631.17,22932515.22,592130795.7,24016493.57,32498080.33,624628876.1,505537595,1647509912,36426501.18,382367546.8,2571554625,-388868.98,2571165756,3195794632,104491.53,-430823920.3,203482546.7,230167308.9,210850000,242305484.4,36727152.83,924927386.7,143335213.2,190012816.4,1504827111,47308776,1617668718,2141092.782,-711636.73,3226375.55,105963468.7,42443007.6,1387501409,65532831.7,467551073.1,1708.25,906340.27,196718599.1,398307006.8,397595370.1,18142907.16,239267806.5,213275340.8,42549207.38,142990531.8,3624212.31,1486382152,1486382152,208887855.8,132616019,102905875.8,162703559.2,163058828.1,162287382.9,6652230.24,-14417490.86,177074692.5,938217109.6,162597004.1,13647644.25,2302807.14,355268.98,46290851.73,78574643.94,309621.15,1360418363,0
421117,5,5,4,3,48583468.28,5401286.44,244974527.5,50000,11644946.79,285502108.2,2977923.102,596156337.2,5463984,13876736.46,64170525.63,4823506.19,10769797.89,13582365.09,638843.65,4392315.75,11237640,95393785.46,691550122.6,40000000,263140138.9,76533213.21,1037350,21508215.22,164620.22,325850324.4,4000000,14279700.37,340130024.7,73500000,93379577.92,18877899.37,165662620.6,351420097.9,5052320.682,351420097.9,691550122.6,2667646.204,-10644394.67,60000000,9426048.27,92951077.36,19395470.55,2040000,350473291.5,22888559.77,34103685.36,401697718.7,7220986.144,410428989.5,300907.91,-6246388.01,-492737.162,16146289.67,2498312.53,401002941.3,8731270.82,12684394.67,62529729.08,191578.518,-5028041.61,52632476.09,46386088.08,12684394.67,60000000,11494800.33,65028041.61,34643906.61,-364133.564,555569002,555569002,64963639.59,60073811.48,6939974.97,55960900.3,55960900.3,55960900.3,-40673.794,1636630.35,1838717.85,432263616.2,55960900.3,18172344.63,147128.6,562263.544,9002739.29,4889828.11,557978.206,495495190.6,0
426125,5,5,4,3,189663361.4,23276092.8,329290838.2,10078990.24,31899383.49,87498732.41,6720811.156,671707398.5,4934800,15206758.6,13635260.96,66944952.92,18454207.23,13084673.72,1395291.174,7670541.61,1303441.2,125799344.9,797506743.4,44453004.26,136500294.5,162906095.8,6096165.73,42724476.41,3941048.87,364123214.1,13453716.66,66254278.54,430377492.6,63000000,69436938.37,30488900.88,204680039.6,367129250.8,9934940.186,367129250.8,797506743.4,2841694.686,-35047888.04,50000000,9523483.28,37570000,19313224.02,3433700.014,264990406.5,70353196.3,62872203.85,375684922.8,1263081.66,412197604.9,490910.408,-8972537.8,-1662209.43,27255970.62,31785923.61,402674121.6,35249600.45,35047888.04,81358295.88,33082.358,18214076.39,183151826.5,174179288.7,35047888.04,50000000,40074548.14,31785923.61,48519832.48,-356861.052,507242470.4,507242470.4,70425142.14,66132014.86,7873420.75,62683825.06,62683825.06,62302752.07,156266.078,4098483.68,20559232.31,355448952.1,62302752.07,4610534.28,321619.63,3301660.702,8122390.07,4614746.91,3297375.364,441110455.6,0
431111,5,5,4,3,489217668.9,11015604.71,261087590.6,64485946.73,15916015.91,366038402.5,14763526.25,847875199.2,853080669.8,65907881.63,109181906.1,112244400.7,233946271.5,5600137019,2350912,14229594.63,56055756.3,7030374108,7878249307,100000000,77101819.47,3731512.8,39123865.75,40450764.68,11539726.21,1041643288,9691248.56,414078553.4,1455721842,2658377439,2707864955,117817515.7,887342288.4,6384874475,37652990.53,6422527466,7878249307,10590462.79,-1002043868,100000000,484673118.9,28650538.97,528130356.7,168831295.1,339497507.3,69801589.95,53612600,1101340094,3839706.26,1152316307,23489089.49,-451901640.1,1250374.81,90895928.53,60705742.36,667643188.1,47136507.1,1170875163,138738600,1350.86,64218733.82,941119309.1,489217668.9,183925530.9,274253539,167448162.4,210034805.2,184376221.2,-8819436.86,1123778618,1123778618,535529739.9,511737525.5,16465821.14,484034865.1,515192903.3,470408837.6,-8819436.86,-12254296.15,28978952.27,433409147,501193974.9,4681310.82,948775.68,31158038.21,34335764.99,24740990.15,30785137.37,655657156.3,0
506720,5,5,4,3,723769128,12741015.08,49498887.93,512000.97,420342.89,825819.51,6539112.9,781813755.7,17000000,14621418.48,54015059.95,75672172.2,1082890.06,112967158.6,253526.76,4743979.37,23307926.88,77095456.14,858909211.8,36596366.29,13270586.02,3931915.56,13403805.4,2094765.78,29700642.76,62401715.52,297673.54,297673.54,62699389.06,120000000,456877199.9,41561224.92,177771398,796209822.8,55245087.85,796209822.8,858909211.8,635000,-8200155.55,30077046.51,103915975.5,482000000,5500000,50000,59146170.18,29768386.5,46426940.91,261273416.6,85166.23,268555495.6,50000,540261942.2,1247.25,23396336.34,36820125,164639520.1,7196912.79,8250155.55,24180680.22,133620.518,444544875,183507185.8,723769128,2750155.55,482000000,52328627.1,37455125,49073600.28,21914.066,239788184.1,239788184.1,88093214.3,85217401.37,1411207.88,76509922.04,76509922.04,76509922.04,50000,-3789177.57,38845747.05,67340268.11,76509922.04,1739137.02,124121.926,2641623.844,11583292.26,2875812.93,2641623.844,154620782.8,0
511058,5,5,4,3,101906438.4,666918.63,142740864.8,12522685.01,3564426.96,232290504.6,13463321.1,507155159.5,6666543.846,20600943.39,266316429.1,809096.66,15398587.48,3478053.43,5157358.02,6630604.5,6072910.19,323725035.2,830880194.7,242116250,35981139.19,7242725.14,10447168.23,10942365.64,26818278.16,339435035,2574315.13,7029788.68,346464823.7,249228160,43084088.47,14669306.55,139588778.4,429633132.5,54782238.59,484415371.1,830880194.7,15569152.16,-74831110.68,273989569.5,78202109.31,14790556,35202312.52,606303.69,418510512.9,58287337.49,34109640,692647141.5,21838160.49,731487754.2,436139.21,19611041.83,1626819.71,14933025.66,18556901.96,653285644.9,17002452.18,75437414.37,258000000,170164.48,14613223.49,82295396.58,101906438.4,40235101.85,291170125.5,161554768.8,276556902,72068641.91,-757415.354,694441211.3,694441211.3,64280148.42,56179101.09,7463278.77,51146321.53,57563782.67,51213292.38,-518073.18,9708085.94,66145282.2,480707918.8,56739731.52,1650829.48,626685.6,6417461.14,7540416.9,8727732.93,5526439.14,637744037.1,0
514404,4,4,3,3,34889587.29,10260244.95,22951524.24,1353025.57,13072298.07,212773.76,50727868.97,123207077.9,5550935.002,7444334.91,423835.73,331929.39,9088822.248,12458070.38,1045749.91,213320.31,430009.5,1399094.93,124606172.8,43419365.83,2030439.8,5443164.34,1951144.42,1649285.08,76147810.87,88556655.51,5754105.07,2601702.35,91158357.86,394793708,388023103.4,38483861.71,-788347444.5,32953228.6,494586.37,33447814.97,124606172.8,51322241,-901841.07,62700000,-92438722.02,500000,6494850.8,51780.82,90672255.26,45047299.79,11373853.68,74875102.64,1050867.83,78037711.43,903006.72,-12162804.09,326383.706,6440333.15,3347049.696,170476433.5,3162608.79,953621.89,40423222.08,8804892.026,81177759,45730150.38,33567346.29,953621.89,132500000,28316545.25,51322241,18428255.23,-395808.754,92909443.18,92909443.18,6284207.65,6248385.15,1123882.85,5131893,5126479.37,5131893,14469.04,653467.63,7420267.322,63297102.43,5126479.37,3172818.93,100986.58,-5413.63,1157728.28,136809.08,-5413.63,86675527.07,0
532119,5,5,4,3,759567616.2,23025032.85,189358992.7,87054401.11,67733892.76,281109973.9,1200342.86,1409050252,3000000,6083692.58,122330246.2,1214730.91,61325960.01,88317730.47,861197,7091050.85,45320000,378586490.5,1787636743,10000000,336629385.8,114777238.2,15906112.39,9950065.04,3801181.87,514986777.1,4497770,4793343.94,519780121.1,291939213,602155311.8,33688232.52,301892391.1,1229675148,38181473.46,1267856622,1787636743,5985985.226,69079752.49,10000000,123928174.4,1500000,375000000,515360947.7,770716728.6,221558199.1,379895550.4,1058468894,3278965.8,1247551605,13258624.24,193281918.1,-155484.53,42326555.8,13151568.39,1123623431,185803745.7,446281195.2,10000000,1206773.03,429475.73,556426289,749708207.1,71281195.22,23581044.12,89021947.36,23151568.39,82995569.6,-419856.39,882037006.5,882037006.5,87912231.79,73009559.39,3453415.71,69494426.63,74854681.67,69494426.63,11091965.5,-4567987.85,28849368.24,699061084.9,74854681.67,10327962.04,236569.69,5360255.04,13057550.12,15139242.09,5360255.04,820119412.6,0
548171,6,6,4,3,72859653.55,1705529.546,23959442.97,1712641.27,594309.98,8528332.58,152297924.6,260405647.4,6000000,26262412.7,20441736.8,34827822.38,4107070.14,83940.16,137659.03,468302.01,74053557,107588020.3,367993667.7,13218192.55,15261364.61,847398.97,1586698.87,471907.54,5835770.53,24003140.52,4694298.17,5110582.85,29113723.37,158400000,62580990.76,15989951.55,101909002,338879944.3,1867833.286,338879944.3,367993667.7,621.99,-52535211.12,23024873.93,19415704.22,70296149,565470000,518497459.8,33235207.51,18021764.58,510470000,104162434.9,2637415.11,107442660.6,8026439.75,-48440128.35,-303331.536,10585037.95,15836066.04,88026956.37,642810.55,571032670.9,27796457.75,1020,-15320621.45,121299781.9,72859653.55,5562670.87,516066.58,26184946.33,15836688.03,27988781.85,271594.724,99441831.01,99441831.01,24224533.93,20572170.13,1102935.18,21348837.18,21348837.18,21348837.18,7135179.48,-820714.62,22040510.53,34863885.73,21348837.18,829441.69,11633.08,-429432.958,2875696.75,3663996.88,-429432.958,86004840.36,0
573570,5,5,4,3,302552931.7,13114122.16,220991365.9,11071037.49,19657149.8,58656916.98,1248688723,1934996771,852801976.6,620206079.2,315493125.9,59943984.68,28600272.49,152207673.5,351752.7,21382925.48,164125565.1,2040283576,3975280348,54551725.35,63233888.9,782361095.4,271551789.6,82061520.31,84996521.69,1284204816,49028641.17,138767177.5,1422971993,617805180,108601122.6,265479321.6,1295337976,2432065946,120242408.3,2552308354,3975280348,290000,-1403102990,75971484.44,991663412.7,332886200,4734323397,4031481962,172029514.5,661539480,3944345853,2594112180,143495070.3,3031059422,76610576.37,-219452282.9,1233541.35,309754675.9,111643447,2039396009,293452171.5,5434584952,30199000,916757.67,190753753,519931614.6,300479331.7,111978719,332886200,896072339.1,142132447,1057604548,24293039.19,2225532407,2225532407,515180317.1,428327695.3,123993607.7,554617483,550159753.6,453733512.6,164007889.4,-3580257.15,581819206.2,162774072.1,448791860.2,36777247.01,61014509.92,-4457729.34,66388456.88,147867131.7,-4941652.4,1959388424,0
576975,5,5,4,3,1579361952,266273059.7,653027034,65030012.19,157195453.7,1001562239,1736750938,5500766163,1593166957,3153308076,469238862.6,28957565.31,32624184.79,1014449615,39733359.45,32894164.61,29729816.9,5508975393,11009741556,1086000000,490455592.9,182536938.8,114484792.6,44480997.87,100080118.9,3787039636,29918504.98,304712111.5,4091751748,1567930541,2535398474,443110119,1710454985,6679139287,238850521.2,6917989808,11009741556,2233484.1,2745398651,1519000000,-14276116.47,56000000,298804975.7,3336913132,1117841837,210876525.7,2344527708,2412362373,1306514.63,2539740883,358191695.3,199900567.3,930636.32,143161905.2,562415119.3,2554017000,126071995.8,591514481.6,3556415000,20613265.6,-2532152603,1294477825,1494378392,142348105.9,1588911000,1082136732,4121063603,252531959.3,290987587.6,2816059905,2816059905,391266740.5,374362947.9,8669587.47,644911906.9,645303454.6,351668417.4,536442955.4,184708893.9,134176323.6,2376074801,352059965.1,21978347.36,2232808.08,391547.66,39206775.47,19136600.7,391547.66,2978139913,0
600597,5,5,4,3,1119878637,126136445.7,1270123414,1262019123,177737040.6,1986386385,24991651.18,5967272696,56808741.96,14628701.66,1301857385,980940465.8,267081911.7,2014498088,8688835.11,34043546.48,134101.21,4974590439,10941863135,3179751400,771075602.7,426021081.7,13965769.98,46672751.76,316430144.7,5138809295,57446056.12,370362747.4,5509172043,1271442278,3265920224,210828540.7,669427300.4,5429209890,3481202.21,5432691092,10941863135,114549016.2,-239134031,3388306831,-489098673.1,537347418.7,8695000,16385683.23,9286228113,215554394.1,3062252.58,9109823432,66372698.93,9568500713,1957690.1,765353411.7,-8775.02,145381110.2,196508711.8,10057599386,392304581.9,255519714.2,2641851631,11365740.55,1493594891,183089974.9,948443386.6,142688799.9,4446504250,410435768,2952909359,294928877.8,-1656142,8901935988,8901935988,286430381.3,12936944.59,29171553.73,248509948.3,247858100.3,249373393.5,301548.1,137711959.8,117418559.1,8292942026,248721545.5,17127615.18,97700428.18,-651847.98,37708835.81,371193864.9,-651847.98,8889300591,0
603420,5,5,4,3,117059450.9,27792462.65,220416231.5,8982738.97,26021970.73,194647726.8,359529801,996519801.5,96592900.16,98727165.41,53675400.64,1790584.63,62611500.51,273801697,1251574.62,5042507.74,11478654.09,582914752.5,1579434554,93900000,139828027.7,111493438.5,37557969.61,30423656.44,44705629.81,472347055.4,631790.12,890756.95,473237812.4,219839609,389022882.9,52336920.72,399956393.8,1061155806,45040935.23,1106196742,1579434554,4400000,-163829869.1,158500000,88329190.14,53540200,167022088.6,65480228.57,368201344.2,203987828.8,42138530.86,1117626322,15769210.94,1190310894,10922436.98,-100020311.9,581082.65,64685722.86,44380915.55,1101981704,56915361.36,229310097.7,194200000,919260.73,-25100715.55,200530890.9,100510579,12838456.99,217880200,465106808.4,242980915.6,412630386,-2053367.292,1076359509,1076359509,149601334.6,121217910.4,5258235.74,121038534.3,135680439.7,121038534.3,33325673.63,3381865.93,77142641.75,481780173.3,135680439.7,7693693.76,1627645.63,14641905.37,13920894.95,30011069.91,14641905.37,987886996.5,0
619398,5,5,4,3,166638383,1200000,146575200.4,1191021.49,2038988.54,21687941.27,19081859.68,317643593.5,8138200,25475456.45,56747014.22,20166936.44,1635431.4,14594330.72,5857511.66,5605897.12,3311140,85594560.68,403238154.2,41000000,11378143.88,4704397.15,15141799.73,5813843.86,12065017.29,92703201.95,5976375.192,17642723.46,110345925.4,83200000,96215633.27,14486057.3,96208652.82,290110343.4,2781885.37,292892228.8,403238154.2,11588761.8,-2207853.76,45500000,9290595.39,122520000,30620200,718533.67,16796290.27,12110617.85,23544920,158682141.3,8655977.986,161757760,2516515.24,128611740.4,227319.982,23138580.93,14627239.42,152467164.6,3075618.71,2926387.43,27100000.04,718533.67,121528998.7,38026642.65,166638383,2926387.43,174845000,100421675.5,53316001.26,24500276.04,4349810.13,185468313.7,185468313.7,31692856.64,29970379.67,14824428.82,26801163.82,26846998.48,26801163.82,1384165.588,4740697.06,5506553.55,104554286.6,26846998.48,1371691.95,851596.01,45834.66,4845858.16,2574072.98,45834.66,155497934,0
620668,5,5,4,3,3838461.29,27644768.45,127688079.9,20476786.28,8594769.69,154987530,11139320.53,326724947.6,26700000,127709229.8,287924994.7,168654549.7,69378487.46,6686440.876,2135791.02,10685043.51,23062791.3,543260691,869985638.6,68800000,108392668.9,4606413.87,1238600.56,-1262286.37,47860429.63,220835826.6,2500000,2500000,223335826.6,241248000,335109906.1,25714342.18,27544265.72,630320187.4,16329624.62,646649812.1,869985638.6,400000,-9211725.58,131725000,-5320620.97,5255000,126054981,65505463.54,61411099.06,47517191.25,125331103.6,132095024,3432010.23,144033201.6,7416312.376,-7077939.89,24300.686,11379683.46,5168766.67,149353822.6,8506167.38,9211725.58,30000000,174696.756,7454406.66,10916401.18,3838461.29,9211725.58,43023173.33,29045848.82,35568766.67,50046987.94,12857815.94,117361869.9,117361869.9,-69039688.88,-75059803.16,12862711.46,-65349758.12,-66566138.22,-65349758.12,10365510.44,730406.52,25054845.82,102658973.2,-66566138.22,1067748.07,50834.77,-1216380.1,-2473550.66,6070949.05,-1216380.1,192421673.1,0
663849,5,5,4,3,175425579.2,18000000,140294924.8,25899846.48,20517822.09,291209318.1,1475094.09,672822584.7,5463984,14026186.53,6017237.53,21724712.85,322077.81,2737772.108,579903.52,1950831.35,10961850,8870050.21,681692634.9,110000000,219000351.9,59527647.05,983250.75,8979778.41,4918847.41,403955585.6,11989734.46,17966199.06,403955585.6,60000000,81337270.56,29614829.07,181757295.5,271372124.6,6364924.72,277737049.3,681692634.9,371912.41,-2547699.55,165000000,88320434.67,29200000,6449600,111116.59,245375775.8,36051458.57,34286747.98,440665824.6,145721.37,447999899.3,240587.14,19248400.89,-278533.696,30106782.02,57152421.82,359679464.6,7188353.32,2658816.14,174000000,111116.59,-66524334.23,154410767,173659167.9,2658816.14,165000000,48145448.21,231524334.2,30326436.74,-159620.884,417515177.7,417515177.7,58291923.1,57671480.42,1575998.82,48528875.44,49327092.02,48528875.44,1110247.624,6566519,5307794.39,309480170.8,49327092.02,6586777.54,418559.34,798216.58,8964831.08,1039002.02,798216.58,359843697.3,0
664921,5,5,4,3,844619427.5,20542414.89,393117564.8,6680003.62,15155711.44,16885.51,34155568.53,1298426637,13008600.08,36166502.25,194570228.3,950730.8,109602323,544543481.5,28186276.86,6582782.98,30454.98,1069377981,2367804618,95232018.85,26832216.25,10331326.99,140933772.1,28670512.19,211494976.4,520792667.3,6147696.15,126228056.7,647020724,169642500,1063038375,25519904.65,523464813.6,1720682369,101524.85,1720783894,2367804618,1411296.15,-145222682.4,108583073.7,183859610,45180625,37004560.07,29155116.68,215539926.4,168856284.2,68105988.3,1742546584,11504541.88,1827129175,6390348.638,120755969.7,20709226.36,95502931.86,56082718.78,1643269565,73078048.59,174377799.1,133459868,1103616.68,61409815.72,711614057.9,832370027.5,54448061.54,252363698.7,1163370422,190953882.9,372422491.4,-3006881.59,1718089183,1718089183,210281658.3,136366475,4368366.29,197008416,196770121.9,180921355.7,-3006881.59,-11438327.5,48344272.65,1157327546,180696517.4,4579927.69,2369543.57,-238294.15,29585140.83,76284726.83,-224838.28,1575604276,0
690820,5,5,4,3,302099492.2,21511463.97,83884872.89,41571405.3,10169083.02,134182155.1,68379492.66,640286501.2,23036635.48,73914225.2,62340881.05,32289265.71,21220702.35,701928637.2,4895619.046,1341992.62,30482148.94,801462408.7,1441748910,57200000,37835880.19,85357661.59,670255.98,10738951.46,5327123.82,140329028,500000,4961591.08,145290619.1,41100000,1003276159,15567102.55,236515028.8,1296458291,807180.858,1296458291,1441748910,12359726,-33396376.59,76980000,-2109873.27,274743000,104509456,3763320.54,365705720.1,29051135.35,135635840,406348405.6,5530491.3,428706306,3763320.54,223826225.2,96201.1,13012575.4,8220000,430816179.3,16827409.11,37159697.13,39750000,98830.906,259236274,77970451.85,301796677.1,12158486.71,279816000,23046748.46,20579726,46876252.02,7467460.766,354442980,354442980,60883935.48,55242597.06,1843128.6,57220413.46,57220413.46,57220413.46,3763320.54,-2693514.64,5875326.34,249626705.7,57220413.46,1435805.54,56603.77,-1264460.978,3663522.02,5697942.19,-1263848.676,302963703.5,0
693050,5,5,5,3,156415025.3,67504035.93,107114804.8,17744252.18,663435.61,126143705.4,1092213.03,476677472.2,40402750,30739051.32,196702170,6343905.79,65509455.03,25492395.79,1730054.9,8859917.26,2897431,282042934,758720406.1,175000000,53041528.12,4277804.26,12934360.87,12669861.18,389489.16,422655009.8,10145666.79,11247800.92,433902810.7,49800000,153878646,10203428.26,78973493.5,324817595.5,5564711.628,324817595.5,758720406.1,13765156.16,-12495794.9,230000000,166139567.7,70938664,291000000,291151856.1,767854854.1,41017945.49,291000000,1068799203,870858.44,1082466375,133037.01,35044950.77,318079.25,57104234.04,27816901.24,916326807.5,12796313.51,303647651,321100000,18819.06,-118916901.2,18387377.97,53432328.74,12647650.97,230000000,50349773.84,348916901.2,45285546.72,1234775.708,1094713662,1094713662,78041666,70955911.1,10692210.79,57574332.93,57574332.93,57574332.93,133037.01,22623689.91,53256242.88,886392888.9,57574332.93,5640208.54,1559164.16,-95749.492,20467333.07,8644919.06,-76897.286,1023890788,0
730636,5,5,4,3,503324845.2,4718713.76,281403883.3,16689378.26,35940828.09,608797914.6,291798594.3,1450875563,98768993.45,167955585.6,108874314.1,13309707.81,20989036.94,297233340.1,2519760.2,9463115.64,13148823.91,664917797.5,2115793361,102900000,495148681.1,46179738.48,2574767.46,35827149.28,108968625.1,844401655.3,2006333.33,4588188.92,848989844.2,730103059,337927440.2,27790615.35,112501866.1,1153479557,113323959.6,1266803517,2115793361,14468876.54,-177334593.9,117900000,80048571.26,152917800.1,1567960000,1503816496,678641201.2,37818679.95,1493000000,874203054.3,7955069.7,917914601.2,8250138.348,-41392895.28,53647.31,45709569.01,31609443.55,837866029.9,35756477.11,1681151090,168900000,3454068,55839480.03,533768344.8,492375449.5,15524613.97,270817800.1,75696579.71,214978320.1,119055130.1,4857801.43,1116593515,1116593515,132487890.6,100344778.9,10978289.12,102223874.5,114657171.9,102223874.5,4857801.43,-3436312.59,12529760.46,861408960.5,114657171.9,20570709.95,5046.75,12433297.36,17830718.7,32148158.44,12433297.36,1021106538,0
